,eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
10,181.67987060546875,1000,1.8713493347167969,4414.61181640625,-0.08758547157049179,29491200,181.67987060546875,181.67987060546875,144.85383701324463,68399.84262979474,6.851097583770752,3913.033447265625,181.59231567382812,28.992785453796387,6.190883159637451,1694136968.038313,-0.00048719393089413643,0.004066401161253452,0.006469628307968378,0.002890421310439706,110.55950474739075,293250.7576811772,9,ppo,swimmer
11,185.55455017089844,1000,1.8685262203216553,4477.72802734375,-0.08760600537061691,32440320,185.55455017089844,185.55455017089844,156.796484708786,68503.18641927624,93.900146484375,3953.04150390625,185.46694946289062,30.861311674118042,12.27541732788086,1694136979.9809606,8.6682710389141e-05,0.0022774464450776577,0.005445972550660372,0.0030818430241197348,120.62767338752747,292915.23666412814,9,ppo,swimmer
12,164.47232055664062,1000,1.8760738372802734,4204.169921875,-0.0804477408528328,35389440,164.47232055664062,164.47232055664062,168.7368621826172,68227.59182312376,69.81509399414062,3768.03564453125,164.39187622070312,32.737385511398315,16.134357452392578,1694136991.921338,0.000626860826741904,0.004498947411775589,0.008479294367134571,0.003353486768901348,130.68594074249268,293203.5802910113,9,ppo,swimmer
13,155.40179443359375,1000,1.8551440238952637,4051.22216796875,-0.0791613981127739,38338560,155.40179443359375,155.40179443359375,180.6583342552185,68997.33840138039,77.20820617675781,3654.686279296875,155.32261657714844,34.59252953529358,15.180816650390625,1694137003.8428102,0.0009944969788193703,0.0018644524971023202,0.006295745726674795,0.0034367963671684265,140.7463161945343,293142.14107203257,9,ppo,swimmer
14,156.59124755859375,1000,1.873633623123169,4101.34814453125,-0.07988068461418152,41287680,156.59124755859375,156.59124755859375,192.59783029556274,68316.45121026179,135.72909545898438,3718.302734375,156.51136779785156,36.46616315841675,24.90373992919922,1694137015.7823062,0.0015801936388015747,0.0029554751235991716,0.008247611112892628,0.0037119430489838123,150.80619859695435,293156.5083991984,9,ppo,swimmer
15,154.9535675048828,1000,1.86429762840271,4055.72314453125,-0.08065707236528397,44236800,154.9535675048828,154.9535675048828,204.5287880897522,68658.56505415804,147.90467834472656,3673.24609375,154.8729248046875,38.33046078681946,24.829814910888672,1694137027.713264,0.0021876743994653225,0.0021859349217265844,0.00832050759345293,0.00394689803943038,160.86677527427673,293136.2778286488,9,ppo,swimmer
16,149.82310485839844,1000,1.874635934829712,3985.69921875,-0.07987329363822937,47185920,149.82310485839844,149.82310485839844,216.4680199623108,68279.92444923833,174.1015625,3623.6455078125,149.74322509765625,40.20509672164917,23.242759704589844,1694137039.6524959,0.003653524676337838,0.002311352640390396,0.010075942613184452,0.004111065529286861,170.92533612251282,293195.0250633689,9,ppo,swimmer
17,156.23727416992188,1000,1.9747016429901123,4051.8359375,-0.07993364334106445,50135040,156.23727416992188,156.23727416992188,228.51212906837463,64819.91872259809,149.28759765625,3653.677001953125,156.15731811523438,42.17979836463928,18.790584564208984,1694137051.696605,0.007157412823289633,0.002223665826022625,0.013751059770584106,0.004369981121271849,180.98851084709167,293060.59774525283,9,ppo,swimmer
18,153.8743896484375,1000,1.9210875034332275,4052.56982421875,-0.07937994599342346,53084160,153.8743896484375,153.8743896484375,240.52548217773438,66628.92750655435,172.611328125,3653.8203125,153.79501342773438,44.10088586807251,21.868192672729492,1694137063.709958,0.0050270878709852695,0.001839870004914701,0.011282309889793396,0.004415352828800678,191.0738604068756,292416.2402619965,9,ppo,swimmer
19,148.79428100585938,1000,1.9361622333526611,3957.57763671875,-0.0756014883518219,56033280,148.79428100585938,148.79428100585938,252.5471305847168,66110.16256543493,138.09954833984375,3586.20166015625,148.71865844726562,46.03704810142517,17.258541107177734,1694137075.7316065,0.0038256447296589613,0.0018443134613335133,0.01029774360358715,0.00462778564542532,201.15289855003357,292599.3490759807,9,ppo,swimmer
